Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Carotid Endarterectomy,,,,,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,4,86,5.5,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,2,123,2.2,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,0,24,0,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,PCI,,,,,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pancreatic Resection,,,,,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,1,93,1.4,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AAA Repair Endo Unrupture,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AAA Repair Open Unrupture,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,0,19,0,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,0,46,0,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,0,5,0,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,0,41,0,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Subarachnoid,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Carotid Endarterectomy,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,1,61,5,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,1,120,1.4,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,1,26,16.6,As Expected,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,PCI,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pancreatic Resection,,,,,-118.136,34.05308
2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,6,102,7,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AAA Repair Endo Unrupture,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AAA Repair Open Unrupture,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,1,11,12.7,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,1,41,5.3,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,0,9,0,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,1,32,5.3,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Subarachnoid,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Carotid Endarterectomy,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,2,52,9.7,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,2,98,2.4,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,0,12,0,As Expected,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,PCI,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pancreatic Resection,,,,,-118.136,34.05308
2020,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,9,124,11.8,As Expected,-118.136,34.05308
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,44,741,5.8,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,99,851,8.2,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,49,210,21.1,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,32,552,4.3,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,18,89,17.7,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,0,64,0,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,15,713,2,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,65,1513,3.6,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,4,315,0.8,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,38,829,4,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,0,117,0,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,12,533,2.2,As Expected,-118.38,34.07681
2016,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,CAB,Isolated CABG Operative Mortalit,3,160,3.4,As Expected,-118.38,34.08
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,54,832,5.8,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,84,774,7.7,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,30,187,13.6,Better,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,29,505,4.7,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,25,82,26.1,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,0,63,0,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,18,831,1.7,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,54,1698,2.3,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,5,288,1.2,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,33,921,2.9,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,3,123,3,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,18,526,2.8,As Expected,-118.38,34.07681
2017,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,CAB,Isolated CABG Operative Mortalit,1,157,0.74,As Expected,-118.38,34.08
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,57,845,5.8,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,70,771,7.7,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,31,176,18.8,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,24,530,3.6,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,15,65,23.2,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,2,76,3.3,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,15,933,1.4,Better,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,63,1850,2.2,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,4,290,1,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,45,1020,3.3,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,2,104,1.2,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,12,515,2.1,As Expected,-118.38,34.07681
2018,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,CAB,Isolated CABG Operative Mortalit,2,168,2.17,As Expected,-118.38,34.08
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Endo Unrupture,1,48,1.1,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Open Unrupture,0,5,0,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,48,788,5.3,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,68,768,8.4,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,31,181,19.8,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,29,532,5.3,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,8,55,15.1,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,2,86,1,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,13,866,1.7,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,51,1890,2,Better,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,8,283,2,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,37,933,3.2,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,0,111,0,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,13,531,2.3,As Expected,-118.38,34.07681
2019,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,CAB,Isolated CABG Operative Mortalit,3,201,1.877801,As Expected,-118.38,34.08
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Endo Unrupture,0,27,0,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Open Unrupture,1,5,29.5,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,33,546,6.3,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,62,650,8.8,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,32,167,21,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,20,425,4.9,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,10,58,22,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,0,66,0,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,21,811,3,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,78,1578,4,Worse,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,2,235,0.6,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,32,703,3.9,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,1,103,1.6,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,99,1022,6.8,As Expected,-118.38,34.07681
2020,Los Angeles,Cedars-Sinai Medical Center,106190555,Cedars-Sinai Health System,CAB,Isolated CABG Operative Mortalit,5,181,2.520906,As Expected,-118.38,34.08
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,AMI,21,456,4.6,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke,27,297,8.6,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Hemorrhagic,15,70,20.5,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Ischemic,7,215,3.6,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Subarachnoid,5,12,31,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Carotid Endarterectomy,0,12,0,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,GI Hemorrhage,5,200,2.8,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Heart Failure,15,443,2.7,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Hip Fracture,2,134,1.1,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,PCI,8,295,2.3,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Pancreatic Resection,0,6,0,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Pneumonia,6,234,1.7,As Expected,-118.531,34.22075
2016,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,CAB,Isolated CABG Operative Mortalit,3,85,3.12,As Expected,-118.53,34.22
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,AMI,31,490,4.8,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke,27,268,8.7,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Hemorrhagic,19,74,23.6,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Ischemic,7,184,4,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Subarachnoid,1,10,10.5,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Carotid Endarterectomy,0,23,0,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,GI Hemorrhage,6,236,2.1,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Heart Failure,11,517,1.4,Better,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Hip Fracture,3,145,1,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,PCI,16,334,3.9,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Pancreatic Resection,,,,,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Pneumonia,1,150,0.5,As Expected,-118.531,34.22075
2017,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,CAB,Isolated CABG Operative Mortalit,2,67,4.39,As Expected,-118.53,34.22
2018,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,AMI,30,437,4.9,As Expected,-118.531,34.22075
2018,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke,53,382,8.6,As Expected,-118.531,34.22075
2018,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Hemorrhagic,22,89,18.7,As Expected,-118.531,34.22075
